Transaction_ID,Customer_ID,Customer_Name,Customer_Email,Gender,Province,Order_Date,Load_Timestamp,Product_Category,Quantity,Unit_Price,Discount_Rate,Transaction_Amount,Payment_Method,Order_Status,Is_Promotion
T000429,C0144,Gun Sukjai,gun.sukjai144@example.com,M,Phuket,15-06-2026,2026-06-15 19:00:00,Fashion,4,307.1,0.1,680.15,credit card,Returned,N
T000173,C0058,Anan Wongsa,anan.wongsa58@example.com,F,Khon Kaen,2026-04-26,2026-04-26 19:00:00,Fashion,5,204.88,0.1,921.96,Transfer,Returned,N
T000533,C0133,Gun Kittikul,gun.kittikul133@example.com,f,Phuket,2026-06-08,2026-06-08 06:00:00,Home,6,232.08,0.0,1392.48,Card,Processing,N
T000172,C0112,Pim Rattanakul,,Male,Phuket,2026-06-10,2026-06-10 01:00:00,Beauty,3,71.11,0.0,229.66,COD,Cancelled,N
T000335,C0120,Mook Boonmee,mook.boonmee120@example.com,m,Chonburi,2026-01-08,2026-01-08 01:00:00,Beauty,1,169.44,0.2,135.55,Prompt Pay,Completed,N
T000456,C0177,Ice Lertprasert,ice.lertprasert177@example.com,male,Chiang Mai,2026/04/05,2026-04-07 13:00:00,Home,2,154.08,0.0,308.16,PP,Cancelled,N
T000004,C0151,Mook Thongdee,mook.thongdee151@example.com,m,Bangkok,2026-06-11,2026-06-11 01:00:00,Beauty,5,415.29,0.1,1868.81,Credit Card,Processing,N
T000043,C0083,Beam Srisawat,beam.srisawat83@example.com,MALE,Chiang Mai,01/02/2026,2026-02-01 14:00:00,Electronics,6,296.58,0.15,1512.56,bank_transfer,Processing,N
T000463,C0153,Nont Chaiyo,nont.chaiyo153@example.com,F,Chiang Mai,2026-03-27,2026-03-27 11:00:00,Sports,6,221.64,0.0,1329.84,Card,Returned,N
T000586,C0016,Korn Lertprasert,korn.lertprasert16@example.com,male,Khon Kaen,2026-02-08,2026-02-08 11:00:00,Food,4,72.4,0.15,246.16,Credit Card,Returned,N
T000005,C0110,Mook Srisawat,mook.srisawat110@example.com,f,Nakhon Ratchasima,2026-06-12,2026-06-12 09:00:00,Home,6,50.19,0.15,2559.7,Transfer,Processing,Y
T000382,C0021,May Boonmee,may.boonmee21@example.com,F,Nakhon Ratchasima,2026-01-19,2026-01-19 05:00:00,Electronics,3,202.19,0.0,606.57,Bank Transfer,Completed,N
T000219,C0047,Ploy Saelim,ploy.saelim47@example.com,f,Khon Kaen,2026-02-07,2026-02-07 04:00:00,Electronics,2,133.02,0.2,212.83,COD,Returned,N
T000468,C0115,Korn Lertprasert,korn.lertprasert115@example.com,male,Phuket,13/01/2026,2026-01-13 12:00:00,Sports,5,231.14,0.0,1155.7,promptpay,Cancelled,N
T000519,C0114,Ploy Thongdee,ploy.thongdee114@example.com,MALE,Nakhon Ratchasima,2026-01-11,2026-01-11 11:00:00,Sports,2,357.73,0.05,679.69,promptpay,Processing,N
T000041,C0141,Korn Phromla,korn.phromla141@example.com,Male,Khon Kaen,2026-06-08,2026-06-08 11:00:00,Food,3,143.49,0.05,408.95,PromptPay,Returned,N
T000149,C0040,Pim Srisawat,pim.srisawat40@example.com,MALE,Rayong,2026-03-14,2026-03-14 02:00:00,Electronics,6,234.72,0.0,1408.32,promptpay,Processing,N
T000042,C0036,Film Maneerat,film.maneerat36@example.com,female,Chonburi,2026-06-05,2026-06-05 08:00:00,Fashion,3,422.01,0.1,1139.43,COD,Processing,N
T000180,C0114,Ploy Thongdee,ploy.thongdee114@example.com,Male,Nakhon Ratchasima,06/05/2026,2026-05-06 03:00:00,Fashion,1,361.76,0.05,343.67,PP,Processing,N
T000099,C0065,Pim Srisawat,pim.srisawat65@example.com,Male,Nakhon Ratchasima,2026-04-28,2026-04-28 12:00:00,Food,4,174.07,0.1,626.65,Cash on Delivery,Completed,N
T000137,C0038,Boss Kittikul,boss.kittikul38@example.com,f,Nakhon Ratchasima,2026-06-29,2026-06-29 11:00:00,Food,2,264.19,0.1,475.54,promptpay,Completed,N
T000527,C0024,Fah Boonmee,fah.boonmee24@example.com,FEMALE,Bangkok,2026-01-09,2026-01-09 07:00:00,Sports,2,202.29,0.1,364.12,COD,Processing,Y
T000242,C0108,Anan Khamdee,anan.khamdee108@example.com,male,Nakhon Ratchasima,2026/04/10,2026-04-10 12:00:00,Sports,6,144.15,0.05,821.66,Bank Transfer,Processing,N
T000241,C0060,Tee Maneerat,tee.maneerat60@example.com,M,Rayong,2026-03-17,2026-03-17 05:00:00,Food,6,251.32,0.0,1636.96,Transfer,Returned,N
T000494,C0016,Korn Lertprasert,korn.lertprasert16@example.com,Male,Khon Kaen,22/04/2026,2026-04-22 09:00:00,Food,3,394.57,0.0,1183.71,Cash on Delivery,Returned,N
T000570,C0019,Korn Dechawat,korn.dechawat19@example.com,MALE,Nakhon Ratchasima,2026/04/04,2026-04-04 15:00:00,Electronics,1,225.45,0.0,225.45,Transfer,Completed,N
T000107,C0087,May Sukjai,may.sukjai87@example.com,m,Chanthaburi,2026-06-13,2026-06-13 07:00:00,Home,4,125.39,0.0,501.56,credit card,Processing,N
T000094,C0170,Beam Boonmee,beam.boonmee170@example.com,male,Nakhon Ratchasima,2026-03-18,2026-03-18 12:00:00,Sports,4,146.05,0.2,467.36,Bank Transfer,Returned,N
T000108,C0163,Tee Thongdee,tee.thongdee163@example.com,M,Chanthaburi,2026/06/19,2026-06-19 17:00:00,Beauty,2,197.35,0.0,394.7,Bank Transfer,Returned,N
T000432,C0139,Gun Phromla,gun.phromla139@example.com,M,Nakhon Ratchasima,02/03/2026,2026-02-03 19:00:00,Home,5,137.06,0.1,616.77,CC,Returned,N
T000188,C0012,Mint Pattanakul,mint.pattanakul12@example.com,MALE,Chiang Mai,2026/02/23,2026-02-23 17:00:00,Food,5,779.43,0.0,2734.94,PromptPay,Processing,N
T000491,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Khon Kaen,2026-04-05,2026-04-05 09:00:00,Food,3,216.03,0.15,550.88,CC,Returned,N
T000427,C0116,Boss Wongsa,boss.wongsa116@example.com,F,Chonburi,2026-01-19,2026-01-19 14:00:00,Beauty,3,188.05,0.1,507.74,Transfer,Completed,N
T000289,C0096,Korn Dechawat,korn.dechawat96@example.com,m,Chonburi,20/06/2026,2026-06-20 18:00:00,Home,5,164.17,0.0,820.85,Bank Transfer,Processing,N
T000247,C0048,Boss Dechawat,boss.dechawat48@example.com,FEMALE,Rayong,2026-05-21,2026-05-21 05:00:00,Food,2,116.7,0.0,233.4,PromptPay,Returned,N
T000415,C0006,Pim Khamdee,pim.khamdee6@example.com,M,Nakhon Ratchasima,2026-02-02,2026-02-02 03:00:00,Food,6,224.99,0.0,1349.94,bank_transfer,Returned,N
T000431,C0005,Ploy Chaiyo,ploy.chaiyo5@example.com,f,Bangkok,2026-05-15,2026-05-15 09:00:00,Food,4,368.36,0.2,1178.75,credit card,Processing,N
T000133,C0087,May Sukjai,may.sukjai87@example.com,M,Chanthaburi,2026/06/19,2026-06-19 11:00:00,Electronics,6,158.25,0.0,949.5,credit card,Returned,N
T000212,C0106,Korn Srisawat,korn.srisawat106@example.com,male,Rayong,2026-05-04,2026-05-04 07:00:00,Home,6,286.92,0.1,1549.37,Bank Transfer,Cancelled,N
T000034,C0117,Mint Phromla,mint.phromla117@example.com,female,Nakhon Ratchasima,2026-06-09,2026-06-09 10:00:00,Fashion,1,200.15,0.05,190.14,PromptPay,Completed,N
T000466,C0047,Ploy Saelim,,F,Khon Kaen,2026-05-16,2026-05-16 07:00:00,Home,5,120.77,0.0,603.85,bank_transfer,done,N
T000496,C0068,Beam Sukjai,beam.sukjai68@example.com,f,Bangkok,2026-03-25,2026-03-25 08:00:00,Food,5,169.79,0.1,764.05,COD,Processing,N
T000376,C0166,Jane Srisawat,jane.srisawat166@example.com,F,Nakhon Ratchasima,2026-04-14,2026-04-14 05:00:00,Beauty,5,80.57,0.0,402.85,PromptPay,Completed,N
T000549,C0160,Mint Kittikul,mint.kittikul160@example.com,Female,Chiang Mai,2026-01-31,2026-01-31 18:00:00,Fashion,3,313.72,0.0,941.16,Cash on Delivery,Returned,N
T000040,C0034,Fah Pattanakul,fah.pattanakul34@example.com,male,Chiang Mai,2026-01-28,2026-01-28 19:00:00,Fashion,3,156.5,0.0,493.99,bank_transfer,Processing,N
T000360,C0174,Ploy Kittikul,ploy.kittikul174@example.com,Male,Chiang Mai,2026-04-07,2026-04-07 18:00:00,Beauty,5,188.59,0.0,942.95,Credit Card,Processing,N
T000209,C0002,Mint Thongdee,mint.thongdee2@example.com,Female,Rayong,23/01/2026,2026-01-23 06:00:00,Food,1,299.62,0.0,299.62,cash,Completed,N
T000055,C0021,May Boonmee,may.boonmee21@example.com,female,Nakhon Ratchasima,2026-05-04,2026-05-04 19:00:00,Food,1,96.41,0.0,96.41,cash,Cancelled,N
T000385,C0103,Tee Phromla,tee.phromla103@example.com,f,Phuket,2026/02/21,2026-02-21 03:00:00,Home,3,331.97,0.0,995.91,Credit Card,Cancel,N
T900008,C0151,Mook Thongdee,mook.thongdee151@example.com,m,Bangkok,15-03-2026,2026-03-15 07:00:00,Sports,3,269.12,0.15,686.26,Bank Transfer,Processing,N
T000400,C0153,Nont Chaiyo,nont.chaiyo153@example.com,f,Chiang Mai,19/04/2026,2026-04-19 11:00:00,Sports,3,162.55,0.0,487.65,PromptPay,Cancelled,N
T000030,C0082,Beam Srisawat,beam.srisawat82@example.com,MALE,Khon Kaen,17/06/2026,2026-06-17 17:00:00,Food,3,172.18,0.05,490.71,Bank Transfer,Processing,N
T000123,C0117,Mint Phromla,mint.phromla117@example.com,FEMALE,Nakhon Ratchasima,2026/06/16,2026-06-16 14:00:00,Sports,2,90.18,0.05,171.34,Bank Transfer,Cancelled,N
T000153,C0143,Korn Srisawat,korn.srisawat143@example.com,MALE,Rayong,2026-05-17,2026-05-17 11:00:00,Home,6,121.84,0.05,694.49,PP,Cancelled,N
T000522,C0104,May Srisawat,may.srisawat104@example.com,Female,Chonburi,2026-05-16,2026-05-16 06:00:00,Beauty,3,195.53,0.0,586.59,cash,Returned,N
T000357,C0137,Film Boonmee,film.boonmee137@example.com,M,Khon Kaen,2026-03-08,2026-03-08 14:00:00,Fashion,3,56.68,0.0,170.04,COD,Processing,N
T000131,C0108,Anan Khamdee,anan.khamdee108@example.com,Male,Nakhon Ratchasima,2026-06-24,2026-06-24 04:00:00,Beauty,6,265.91,0.0,1595.46,Bank Transfer,Returned,N
T000493,C0173,Tee Wongsa,tee.wongsa173@example.com,m,Phuket,2026-02-03,2026-02-03 03:00:00,Beauty,3,286.06,0.0,858.18,Transfer,Returned,N
T000409,C0072,Tee Lertprasert,tee.lertprasert72@example.com,FEMALE,Chanthaburi,not_a_date,2026-05-22 05:00:00,Food,6,378.53,0.1,2044.06,COD,Processing,N
T000406,C0028,Korn Rattanakul,korn.rattanakul28@example.com,M,Chonburi,2026-03-11,2026-03-11 07:00:00,Home,2,754.26,0.0,19610.76,credit card,Processing,Y
T000562,C0146,Beam Maneerat,beam.maneerat146@example.com,female,Chanthaburi,17/04/2026,2026-04-17 13:00:00,Home,3,326.41,0.05,930.27,Transfer,Cancelled,N
T000072,C0097,Ploy Boonmee,ploy.boonmee97@example.com,FEMALE,Chiang Mai,10/01/2026,2026-01-10 19:00:00,Sports,4,66.11,0.0,264.44,Transfer,Completed,N
T000361,C0007,Jane Saelim,,MALE,Chiang Mai,24/06/2026,2026-06-24 09:00:00,Beauty,1,170.79,0.2,136.63,Prompt Pay,Completed,N
T000314,C0135,Korn Srisawat,korn.srisawat135@example.com,female,Bangkok,2026-03-31,2026-03-31 11:00:00,Food,4,175.32,0.05,666.22,Transfer,Cancelled,N
T000384,C0138,Mint Dechawat,,male,Khon Kaen,2026-01-13,2026-01-13 06:00:00,Beauty,4,268.67,0.1,1110.52,Card,Processing,N
T000263,C0064,Ploy Thongdee,ploy.thongdee64@example.com,f,Phuket,2026-03-06,2026-03-10 10:00:00,Food,4,242.46,0.1,872.86,Credit Card,Completed,N
T000060,C0158,Nont Kittikul,nont.kittikul158@example.com,M,Nakhon Ratchasima,2026/03/04,2026-03-04 15:00:00,Beauty,5,97.05,0.15,412.46,CC,Returned,N
T000271,C0039,Beam Boonmee,beam.boonmee39@example.com,M,Rayong,2026-05-04,2026-05-04 08:00:00,Home,6,162.55,0.0,975.3,promptpay,Cancelled,N
T000355,C0031,Ploy Rattanakul,ploy.rattanakul31@example.com,female,Chiang Mai,05/19/2026,2026-05-19 06:00:00,Electronics,99,286.94,0.0,860.82,Bank Transfer,Completed,N
T000503,C0089,May Sukjai,may.sukjai89@example.com,female,Chiang Mai,2026-04-11,2026-04-11 07:00:00,Electronics,3,129.73,0.2,311.35,cash,Completed,Y
T000388,C0115,Korn Lertprasert,korn.lertprasert115@example.com,m,Phuket,2026-04-23,2026-04-23 06:00:00,Sports,4,71.99,0.1,192.82,Cash on Delivery,Completed,N
T000217,C0127,Fah Rattanakul,fah.rattanakul127@example.com,female,Rayong,2026/05/10,2026-05-10 10:00:00,Fashion,4,97.44,0.0,403.5,promptpay,Completed,N
T000013,C0124,Aom Thongdee,,Female,Khon Kaen,2026/05/21,2026-05-21 14:00:00,Electronics,5,375.75,0.0,1664.62,COD,Processing,N
T000147,C0038,Boss Kittikul,boss.kittikul38@example.com,F,Nakhon Ratchasima,2026-05-17,2026-05-17 03:00:00,Fashion,6,400.11,0.0,2400.66,PP,Processing,N
T000312,C0012,Mint Pattanakul,,m,Chiang Mai,2026-03-25,2026-03-25 09:00:00,Home,1,373.85,0.1,336.47,Transfer,Completed,N
T000285,C0028,Korn Rattanakul,korn.rattanakul28@example.com,male,Chonburi,2026-06-09,2026-06-09 11:00:00,Food,6,230.09,0.0,1380.54,cash,Completed,N
T000101,C0074,Ice Kittikul,ice.kittikul74@example.com,m,Chonburi,2026-05-08,2026-05-08 06:00:00,Fashion,5,370.47,0.0,1852.35,CC,Completed,N
T000257,C0060,Tee Maneerat,tee.maneerat60@example.com,MALE,Rayong,2026-03-24,2026-03-24 10:00:00,Electronics,2,217.62,0.0,435.24,Card,Completed,N
T000369,C0144,Gun Sukjai,gun.sukjai144@example.com,m,Phuket,24/01/2026,2026-01-24 16:00:00,Sports,3,379.61,0.0,1138.83,Cash on Delivery,Processing,N
T000151,C0003,Mint Thongdee,,M,Phuket,2026-05-13,2026-05-13 04:00:00,Electronics,5,221.56,0.15,941.63,CC,Completed,N
T000194,C0002,Mint Thongdee,mint.thongdee2@example.com,female,Rayong,02/06/2026,2026-06-02 03:00:00,Fashion,3,100.22,0.05,285.63,cash,Completed,N
T000378,C0047,Ploy Saelim,ploy.saelim47@example.com,f,Khon Kaen,2026-05-18,2026-05-18 17:00:00,Home,2,149.97,0.05,284.94,Bank Transfer,Processing,N
T000081,C0005,Ploy Chaiyo,,Female,Bangkok,2026-06-10,2026-06-11 09:00:00,Food,3,95.64,0.1,258.23,Credit Card,Processing,N
T000218,C0082,Beam Srisawat,beam.srisawat82@example.com,Male,Khon Kaen,02/06/2026,2026-02-06 13:00:00,Sports,5,59.38,0.0,296.9,Cash on Delivery,Completed,N
T000132,C0101,Boss Phromla,boss.phromla101@example.com,M,Bangkok,2026-05-16,2026-05-20 17:00:00,Sports,4,389.96,0.1,1403.86,bank_transfer,Cancelled,N
T000164,C0114,Ploy Thongdee,ploy.thongdee114@example.com,male,Nakhon Ratchasima,2026/02/15,2026-02-18 15:00:00,Food,5,99.6,0.1,448.2,Transfer,Returned,N
T000455,C0023,Beam Boonmee,beam.boonmee23@example.com,Male,Khon Kaen,03/06/2026,2026-06-03 03:00:00,Electronics,2,348.59,0.1,627.46,COD,Processing,N
T000478,C0122,Anan Wongsa,anan.wongsa122@example.com,m,Chanthaburi,2026/03/16,2026-03-16 18:00:00,Fashion,2,367.69,0.0,735.38,credit card,Cancelled,N
T000485,C0058,Anan Wongsa,,Female,Khon Kaen,01/01/2026,2026-01-01 16:00:00,Beauty,4,221.28,0.1,796.61,CC,Processing,N
T000536,C0151,Mook Thongdee,mook.thongdee151@example.com,m,Bangkok,15-03-2026,2026-03-15 07:00:00,Sports,3,269.12,0.15,686.26,Bank Transfer,Processing,N
T000193,C0128,Ploy Khamdee,ploy.khamdee128@example.com,M,Bangkok,2026-01-17,2026-01-17 02:00:00,Sports,3,144.29,0.2,346.3,bank_transfer,Returned,N
T000366,C0134,Pim Wongsa,pim.wongsa134@example.com,m,Chanthaburi,2026-05-01,2026-05-01 14:00:00,Fashion,5,311.08,0.0,1555.4,bank_transfer,Returned,N
T000539,C0055,Beam Thongdee,beam.thongdee55@example.com,MALE,Chonburi,2026/03/25,2026-03-25 03:00:00,Home,1,238.15,0.0,238.15,cash,Completed,N
T000114,C0145,Tee Srisawat,tee.srisawat145@example.com,m,Nakhon Ratchasima,2026-04-21,2026-04-21 12:00:00,Beauty,3,178.6,0.1,482.22,Transfer,Cancelled,N
T000450,C0120,Mook Boonmee,mook.boonmee120@example.com,MALE,Chonburi,04/03/2026,2026-04-03 17:00:00,Electronics,5,298.23,0.0,1491.15,Transfer,Cancelled,N
T000136,C0033,Pim Srisawat,pim.srisawat33@example.com,male,Rayong,05/26/2026,2026-05-26 17:00:00,Sports,4,157.09,0.2,502.69,Credit Card,Completed,N
T000495,C0082,Beam Srisawat,beam.srisawat82@example.com,MALE,Khon Kaen,10/02/2026,2026-02-10 02:00:00,Beauty,1,450.25,0.05,427.74,promptpay,Processing,N
T000017,C0018,Nont Chaiyo,nont.chaiyo18@example.com,M,Phuket,2026-01-27,2026-01-27 11:00:00,Home,1,128.16,0.05,121.75,PP,Processing,N
T000557,C0173,Tee Wongsa,tee.wongsa173@example.com,MALE,Phuket,05/12/2026,2026-05-12 08:00:00,Food,3,160.58,0.2,385.39,Cash on Delivery,Completed,Y
T000071,C0137,Film Boonmee,,m,Khon Kaen,2026-01-16,2026-01-16 15:00:00,Fashion,2,478.1,0.15,812.77,PromptPay,Cancelled,N
T000031,C0069,Jane Saelim,,m,Khon Kaen,2026-05-10,2026-05-10 12:00:00,Electronics,3,101.59,0.05,289.53,CC,Cancelled,N
T000142,C0128,Ploy Khamdee,ploy.khamdee128@example.com,MALE,Bangkok,2026-04-01,2026-04-01 13:00:00,Electronics,2,143.96,0.15,244.73,cash,Completed,N
T000578,C0015,New Pattanakul,new.pattanakul15@example.com,FEMALE,Bangkok,03/28/2026,2026-03-28 11:00:00,Beauty,4,447.52,0.2,1432.06,Cash on Delivery,Returned,N
T000402,C0167,Anan Sukjai,anan.sukjai167@example.com,m,Nakhon Ratchasima,17/02/2026,2026-02-17 14:00:00,Fashion,3,81.2,0.0,243.6,CC,Cancelled,N
T000516,C0063,Korn Wongsa,korn.wongsa63@example.com,MALE,Bangkok,2026-06-09,2026-06-09 09:00:00,Sports,1,104.25,0.15,88.61,Bank Transfer,Completed,N
T000011,C0046,Nont Boonmee,nont.boonmee46@example.com,f,Chiang Mai,06/11/2026,2026-06-11 15:00:00,Food,5,54.49,0.0,272.45,CC,Cancelled,N
T000422,C0061,Tee Maneerat,tee.maneerat61@example.com,MALE,Chiang Mai,19-04-2026,2026-04-19 17:00:00,Beauty,2,113.88,0.0,257.22,Card,Returned,N
T000487,C0013,Narin Wongsa,narin.wongsa13@example.com,Female,Khon Kaen,2026-02-05,2026-02-05 18:00:00,Food,1,343.93,0.1,309.54,Bank Transfer,Cancelled,N
T000227,C0079,Mook Srisawat,mook.srisawat79@example.com,FEMALE,Chanthaburi,05/27/2026,2026-05-27 04:00:00,Electronics,3,122.62,0.0,367.86,COD,Returned,N
T000053,C0116,Boss Wongsa,boss.wongsa116@example.com,female,Chonburi,2026-04-07,2026-04-07 13:00:00,Home,3,211.11,0.05,601.66,PP,Returned,N
T000047,C0131,Narin Rattanakul,narin.rattanakul131@example.com,female,Khon Kaen,04-04-2026,2026-04-08 22:00:00,Sports,2,85.82,0.1,154.48,Credit Card,Cancelled,N
T000470,C0046,Nont Boonmee,,F,Chiang Mai,17/04/2026,2026-04-17 07:00:00,Electronics,3,76.17,0.0,228.51,Credit Card,Completed,N
T000226,C0164,Gun Srisawat,gun.srisawat164@example.com,female,Chonburi,2026-02-15,2026-02-15 10:00:00,Home,3,128.01,0.05,364.83,Transfer,Returned,N
T000538,C0010,Beam Sukjai,beam.sukjai10@example.com,M,Phuket,2026/03/20,2026-03-20 08:00:00,Fashion,1,145.78,0.05,90.24,PP,Returned,N
T000262,C0091,Beam Maneerat,beam.maneerat91@example.com,M,Chonburi,03/06/2026,2026-06-03 09:00:00,Beauty,1,451.69,0.0,451.69,Credit Card,Returned,N
T000156,C0174,Ploy Kittikul,ploy.kittikul174@example.com,M,Chiang Mai,2026-03-18,2026-03-18 11:00:00,Fashion,4,301.08,0.0,1204.32,Transfer,Processing,N
T000440,C0038,Boss Kittikul,boss.kittikul38@example.com,FEMALE,Nakhon Ratchasima,2026-02-23,2026-02-23 05:00:00,Sports,6,142.14,0.0,852.84,CC,Processing,N
T000386,C0049,Gun Dechawat,gun.dechawat49@example.com,F,Nakhon Ratchasima,2026-03-26,2026-03-26 16:00:00,Home,6,91.88,0.0,999999.0,Card,Completed,N
T000373,C0052,Gun Dechawat,gun.dechawat52@example.com,Female,Rayong,2026-03-17,2026-03-17 19:00:00,Beauty,2,211.43,0.0,422.86,credit card,Cancelled,N
T000517,C0155,Korn Srisawat,korn.srisawat155@example.com,F,Phuket,2026-02-08,2026-02-08 18:00:00,Home,2,527.03,0.0,1054.06,COD,Returned,N
T000325,C0008,Ice Rattanakul,ice.rattanakul8@example.com,M,Chiang Mai,2026/03/30,2026-03-30 08:00:00,Electronics,1,191.52,0.0,191.52,COD,Cancelled,N
T000597,C0052,Gun Dechawat,,female,Rayong,2026-03-30,2026-03-30 02:00:00,Beauty,1,426.97,0.0,426.97,PromptPay,Returned,N
T000190,C0147,Film Chaiyo,film.chaiyo147@example.com,MALE,Chiang Mai,24-01-2026,2026-01-24 04:00:00,Home,1,160.97,0.05,152.92,COD,Completed,N
T900005,C0090,Mook Sukjai,mook.sukjai90@example.com,male,Chanthaburi,2026-04-04,2026-04-04 01:00:00,Electronics,2,164.39,0.0,328.78,promptpay,Cancelled,N
T000480,C0159,Nont Dechawat,nont.dechawat159@example.com,M,Chiang Mai,2026-02-15,2026-02-15 05:00:00,Food,4,637.89,0.0,2551.56,promptpay,Completed,N
T000504,C0034,Fah Pattanakul,fah.pattanakul34@example.com,Male,Chiang Mai,2026-05-24,2026-05-24 04:00:00,Home,2,166.19,0.0,332.38,Cash on Delivery,Processing,N
T000085,C0002,Mint Thongdee,mint.thongdee2@example.com,Female,Rayong,2026-02-10,2026-02-10 17:00:00,Beauty,2,207.86,0.15,353.36,Cash on Delivery,Cancelled,N
T000324,C0102,Nont Saelim,nont.saelim102@example.com,m,Chanthaburi,2026/02/06,2026-02-06 02:00:00,Sports,4,324.36,0.0,1297.44,Transfer,Returned,N
T000201,C0014,Beam Thongdee,beam.thongdee14@example.com,Male,Chonburi,2026-01-28,2026-01-28 19:00:00,Fashion,1,379.52,0.0,379.52,promptpay,Processing,N
T000223,C0158,Nont Kittikul,nont.kittikul158@example.com,Male,Nakhon Ratchasima,2026-03-13,2026-03-13 09:00:00,Sports,2,164.8,0.0,329.6,bank_transfer,Cancelled,N
T000352,C0081,Film Srisawat,film.srisawat81@example.com,M,Chonburi,2026-05-12,2026-05-12 01:00:00,Sports,1,316.91,0.0,316.91,PP,Completed,N
T000249,C0077,Tee Chaiyo,tee.chaiyo77@example.com,f,Khon Kaen,2026-04-30,2026-04-30 10:00:00,Electronics,4,393.3,0.0,1573.2,Credit Card,Cancelled,N
T000551,C0069,Jane Saelim,jane.saelim69@example.com,Male,Khon Kaen,04/03/2026,2026-04-03 19:00:00,Sports,6,618.74,0.0,3712.44,PromptPay,Processing,N
T000581,C0165,Nont Thongdee,nont.thongdee165@example.com,female,Nakhon Ratchasima,2026-02-18,2026-02-18 09:00:00,Home,1,219.66,0.1,197.69,Prompt Pay,Completed,N
T000521,C0022,Film Kittikul,film.kittikul22@example.com,f,Nakhon Ratchasima,2026-02-19,2026-02-19 17:00:00,Electronics,1,244.3,0.2,195.44,credit card,Cancelled,N
T000526,C0144,Gun Sukjai,gun.sukjai144@example.com,Male,Phuket,03/21/2026,2026-03-21 17:00:00,Fashion,2,148.59,0.0,297.18,Cash on Delivery,Processing,N
T000343,C0130,Jane Srisawat,jane.srisawat130@example.com,female,Nakhon Ratchasima,2026-02-06,2026-02-06 07:00:00,Electronics,4,187.75,0.0,751.0,CC,Completed,N
T000068,C0138,Mint Dechawat,mint.dechawat138@example.com,M,Khon Kaen,2026-01-29,2026-01-29 04:00:00,Electronics,1,73.56,0.0,73.56,Bank Transfer,Cancelled,N
T000512,C0171,Beam Lertprasert,beam.lertprasert171@example.com,F,Rayong,04/13/2026,2026-04-13 09:00:00,Beauty,4,84.31,0.0,337.24,Card,Processing,N
T000113,C0153,Nont Chaiyo,nont.chaiyo153@example.com,FEMALE,Chiang Mai,2026-03-28,2026-03-28 18:00:00,Electronics,5,180.46,0.15,766.96,Credit Card,Returned,N
T000444,C0014,Beam Thongdee,beam.thongdee14@example.com,Male,Chonburi,2026-03-02,2026-03-02 14:00:00,Food,2,466.56,0.0,933.12,COD,Returned,N
T000224,C0022,Film Kittikul,film.kittikul22@example.com,FEMALE,Nakhon Ratchasima,2026-01-05,2026-01-05 10:00:00,Fashion,1,87.31,0.05,82.94,Bank Transfer,Returned,N
T000069,C0147,Film Chaiyo,film.chaiyo147@example.com,M,Chiang Mai,04-06-2026,2026-06-04 13:00:00,Food,4,380.85,0.2,1218.72,Card,Processing,N
T000078,C0120,Mook Boonmee,mook.boonmee120@example.com,M,Chonburi,2026-02-24,2026-02-24 16:00:00,Home,5,132.52,0.15,563.21,Transfer,Cancelled,N
T000174,C0004,Tee Dechawat,tee.dechawat4@example.com,Male,Bangkok,04/30/2026,2026-04-30 14:00:00,Beauty,3,382.84,0.0,1148.52,PP,Processing,N
T000006,C0179,Jane Chaiyo,jane.chaiyo179@example.com,female,Chanthaburi,29-06-2026,2026-06-29 01:00:00,Fashion,4,119.57,0.15,283.5,bank_transfer,Completed,N
T000154,C0025,Mook Srisawat,mook.srisawat25@example.com,Male,Nakhon Ratchasima,03/07/2026,2026-03-07 17:00:00,Electronics,1,189.98,0.0,189.98,PP,Returned,N
T000204,C0037,Jane Phromla,jane.phromla37@example.com,Male,Chiang Mai,2026-05-05,2026-05-05 03:00:00,Beauty,2,411.88,0.1,741.38,Transfer,Cancelled,N
T000290,C0137,Film Boonmee,film.boonmee137@example.com,MALE,Khon Kaen,01/18/2026,2026-01-18 06:00:00,Home,3,473.43,0.0,1689.26,PP,Processing,N
T000595,C0046,Nont Boonmee,nont.boonmee46@example.com,f,Chiang Mai,03/05/2026,2026-03-05 04:00:00,Home,5,169.18,0.1,761.31,Cash on Delivery,done,N
T000423,C0019,Korn Dechawat,korn.dechawat19@example.com,male,Nakhon Ratchasima,2026-01-09,2026-01-09 06:00:00,Food,1,337.51,0.0,337.51,COD,Cancelled,N
T000580,C0063,Korn Wongsa,korn.wongsa63@example.com,MALE,Bangkok,12-05-2026,2026-05-12 02:00:00,Home,1,170.82,0.0,170.82,promptpay,Processing,N
T000059,C0179,Jane Chaiyo,jane.chaiyo179@example.com,f,Chanthaburi,26-05-2026,2026-05-26 13:00:00,Home,2,317.87,0.1,789.88,Credit Card,Returned,N
T000291,C0086,Korn Dechawat,korn.dechawat86@example.com,female,Nakhon Ratchasima,2026-01-09,2026-01-13 12:00:00,Beauty,3,66.91,0.05,190.69,Transfer,Processing,N
T000284,C0135,Korn Srisawat,korn.srisawat135@example.com,f,Bangkok,2026/04/05,2026-04-05 06:00:00,Fashion,5,230.27,0.0,1151.35,Card,Returned,N
